,,,,,,,,,,,,,,,
PROCESSO Nº,,,,,ASSUNTO,,,,,,,,,,
,,,,,,,,,,,,,,,
REQUISITANTE,,,,,,DA ELABORAÇÃO DO MAPA,,,,,,,,,
ÓRGÃO,,,,,,RESPONSÁVEIS PELO ORÇAMENTO,,,,,,,,,
SETOR,,,,,,ANALISTAS RESPONSÁVEIS,,,,,,,,,
TELEFONE,,,,,,DATA DA LICITAÇÃO,,,,,,,,,
,,,,,,,,,,,,,,,
ITEM,QUANT.,UNID.,"CÓDIGO
(CATMAT/
CATSER)","DESCRIÇÃO SUMÁRIA DO
PRODUTO/SERVIÇO","ORÇAMENTO EMPRESA E0001
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0002
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0003
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0004
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0005
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0006
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0007
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0008
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0009
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0010
PREÇO UNITÁRIO (R$)","ORÇAMENTO DA LICITAÇÃO
PREÇO UNITÁRIO (R$)"
733,250,Litros,,,R$8.00 ,R$34.00 ,R$12.00 ,R$4.00 ,R$11.00 ,R$12.00 ,R$25.00 ,R$15.00 ,R$7.00 ,R$16.00 ,R$39.00 
734,150,Packs,,,R$10.00 ,R$10.00 ,R$38.00 ,R$26.00 ,R$6.00 ,R$38.00 ,R$12.00 ,R$1.00 ,R$13.00 ,R$3.00 ,R$25.00 
735,20,Pneus,,,R$9.00 ,R$2.00 ,R$23.00 ,R$22.00 ,R$37.00 ,R$32.00 ,R$23.00 ,R$8.00 ,R$27.00 ,R$3.00 ,R$33.00 
736,100,Caixas,,,R$13.00 ,R$24.00 ,R$11.00 ,R$13.00 ,R$38.00 ,R$40.00 ,R$35.00 ,R$38.00 ,R$15.00 ,R$26.00 ,R$19.00 
737,200,Packs,,,R$36.00 ,R$7.00 ,R$27.00 ,R$9.00 ,R$16.00 ,R$38.00 ,R$36.00 ,R$23.00 ,R$13.00 ,R$12.00 ,R$30.00 
738,250,Litros,,,R$26.00 ,R$23.00 ,R$24.00 ,R$30.00 ,R$26.00 ,R$38.00 ,R$35.00 ,R$3.00 ,R$25.00 ,R$38.00 ,R$7.00 
739,150,Packs,,,R$16.00 ,R$14.00 ,R$7.00 ,R$27.00 ,R$32.00 ,R$37.00 ,R$38.00 ,R$12.00 ,R$13.00 ,R$24.00 ,R$22.00 
740,20,Pneus,,,R$2.00 ,R$17.00 ,R$29.00 ,R$37.00 ,R$31.00 ,R$25.00 ,R$33.00 ,R$25.00 ,R$17.00 ,R$36.00 ,R$8.00 
741,100,Caixas,,,R$16.00 ,R$20.00 ,R$12.00 ,R$22.00 ,R$15.00 ,R$7.00 ,R$36.00 ,R$19.00 ,R$32.00 ,R$1.00 ,R$22.00 
742,200,Packs,,,R$18.00 ,R$14.00 ,R$28.00 ,R$21.00 ,R$2.00 ,R$2.00 ,R$31.00 ,R$18.00 ,R$17.00 ,R$35.00 ,R$2.00 
743,250,Litros,,,R$27.00 ,R$25.00 ,R$21.00 ,R$9.00 ,R$33.00 ,R$34.00 ,R$1.00 ,R$21.00 ,R$9.00 ,R$37.00 ,R$31.00 
744,150,Packs,,,R$32.00 ,R$14.00 ,R$21.00 ,R$28.00 ,R$33.00 ,R$35.00 ,R$34.00 ,R$30.00 ,R$29.00 ,R$40.00 ,R$30.00 
745,20,Pneus,,,R$6.00 ,R$6.00 ,R$35.00 ,R$31.00 ,R$22.00 ,R$4.00 ,R$30.00 ,R$17.00 ,R$13.00 ,R$9.00 ,R$9.00 
746,100,Caixas,,,R$16.00 ,R$11.00 ,R$5.00 ,R$33.00 ,R$7.00 ,R$13.00 ,R$3.00 ,R$5.00 ,R$5.00 ,R$40.00 ,R$15.00 
747,200,Packs,,,R$25.00 ,R$34.00 ,R$29.00 ,R$27.00 ,R$20.00 ,R$5.00 ,R$24.00 ,R$25.00 ,R$28.00 ,R$40.00 ,R$2.00 
748,250,Litros,,,R$8.00 ,R$12.00 ,R$13.00 ,R$37.00 ,R$38.00 ,R$40.00 ,R$35.00 ,R$37.00 ,R$35.00 ,R$28.00 ,R$38.00 
749,150,Packs,,,R$25.00 ,R$35.00 ,R$39.00 ,R$16.00 ,R$21.00 ,R$27.00 ,R$13.00 ,R$31.00 ,R$40.00 ,R$3.00 ,R$7.00 
750,20,Pneus,,,R$32.00 ,R$22.00 ,R$16.00 ,R$7.00 ,R$11.00 ,R$28.00 ,R$14.00 ,R$34.00 ,R$23.00 ,R$15.00 ,R$35.00 
751,20,Pneus,,,R$40.00 ,R$25.00 ,R$35.00 ,R$37.00 ,R$24.00 ,R$14.00 ,R$7.00 ,R$14.00 ,R$1.00 ,R$13.00 ,R$15.00 
752,100,Caixas,,,R$14.00 ,R$13.00 ,R$28.00 ,R$19.00 ,R$23.00 ,R$35.00 ,R$11.00 ,R$11.00 ,R$18.00 ,R$8.00 ,R$27.00 
753,200,Packs,,,R$3.00 ,R$18.00 ,R$28.00 ,R$7.00 ,R$13.00 ,R$3.00 ,R$37.00 ,R$13.00 ,R$27.00 ,R$37.00 ,R$37.00 
754,250,Litros,,,R$21.00 ,R$30.00 ,R$11.00 ,R$28.00 ,R$5.00 ,R$4.00 ,R$18.00 ,R$14.00 ,R$21.00 ,R$22.00 ,R$14.00 
755,150,Packs,,,R$10.00 ,R$30.00 ,R$31.00 ,R$40.00 ,R$37.00 ,R$28.00 ,R$18.00 ,R$17.00 ,R$25.00 ,R$16.00 ,R$10.00 
756,20,Pneus,,,R$18.00 ,R$36.00 ,R$13.00 ,R$1.00 ,R$39.00 ,R$38.00 ,R$4.00 ,R$5.00 ,R$12.00 ,R$5.00 ,R$5.00 
757,20,Pneus,,,R$29.00 ,R$19.00 ,R$21.00 ,R$30.00 ,R$12.00 ,R$16.00 ,R$36.00 ,R$32.00 ,R$8.00 ,R$25.00 ,R$29.00 
758,100,Caixas,,,R$30.00 ,R$18.00 ,R$31.00 ,R$31.00 ,R$5.00 ,R$36.00 ,R$6.00 ,R$20.00 ,R$18.00 ,R$7.00 ,R$19.00 
759,200,Packs,,,R$28.00 ,R$5.00 ,R$13.00 ,R$17.00 ,R$17.00 ,R$36.00 ,R$4.00 ,R$39.00 ,R$11.00 ,R$29.00 ,R$1.00 
760,250,Litros,,,R$25.00 ,R$37.00 ,R$38.00 ,R$4.00 ,R$6.00 ,R$39.00 ,R$17.00 ,R$37.00 ,R$32.00 ,R$6.00 ,R$34.00 
761,150,Packs,,,R$35.00 ,R$40.00 ,R$2.00 ,R$39.00 ,R$12.00 ,R$14.00 ,R$19.00 ,R$2.00 ,R$29.00 ,R$9.00 ,R$39.00 
762,20,Pneus,,,R$38.00 ,R$23.00 ,R$40.00 ,R$33.00 ,R$32.00 ,R$3.00 ,R$26.00 ,R$29.00 ,R$8.00 ,R$1.00 ,R$40.00 
763,20,Pneus,,,R$20.00 ,R$23.00 ,R$39.00 ,R$25.00 ,R$30.00 ,R$33.00 ,R$7.00 ,R$5.00 ,R$35.00 ,R$9.00 ,R$34.00 
764,100,Caixas,,,R$2.00 ,R$18.00 ,R$12.00 ,R$40.00 ,R$31.00 ,R$21.00 ,R$17.00 ,R$32.00 ,R$20.00 ,R$19.00 ,R$33.00 
765,200,Packs,,,R$12.00 ,R$34.00 ,R$12.00 ,R$5.00 ,R$17.00 ,R$6.00 ,R$8.00 ,R$19.00 ,R$26.00 ,R$32.00 ,R$36.00 
766,250,Litros,,,R$3.00 ,R$15.00 ,R$26.00 ,R$35.00 ,R$27.00 ,R$16.00 ,R$8.00 ,R$19.00 ,R$21.00 ,R$31.00 ,R$24.00 
767,150,Packs,,,R$33.00 ,R$19.00 ,R$4.00 ,R$4.00 ,R$40.00 ,R$5.00 ,R$22.00 ,R$26.00 ,R$27.00 ,R$34.00 ,R$3.00 
768,20,Pneus,,,R$27.00 ,R$1.00 ,R$16.00 ,R$19.00 ,R$2.00 ,R$35.00 ,R$11.00 ,R$16.00 ,R$19.00 ,R$8.00 ,R$12.00 
769,20,Pneus,,,R$29.00 ,R$24.00 ,R$26.00 ,R$12.00 ,R$13.00 ,R$12.00 ,R$9.00 ,R$27.00 ,R$12.00 ,R$15.00 ,R$10.00 
770,100,Caixas,,,R$25.00 ,R$40.00 ,R$35.00 ,R$9.00 ,R$19.00 ,R$15.00 ,R$4.00 ,R$21.00 ,R$3.00 ,R$14.00 ,R$19.00 
771,200,Packs,,,R$25.00 ,R$7.00 ,R$37.00 ,R$26.00 ,R$12.00 ,R$23.00 ,R$22.00 ,R$37.00 ,R$22.00 ,R$15.00 ,R$15.00 
772,250,Litros,,,R$1.00 ,R$8.00 ,R$35.00 ,R$33.00 ,R$4.00 ,R$4.00 ,R$31.00 ,R$1.00 ,R$32.00 ,R$37.00 ,R$29.00 
773,150,Packs,,,R$26.00 ,R$24.00 ,R$27.00 ,R$35.00 ,R$7.00 ,R$35.00 ,R$31.00 ,R$25.00 ,R$26.00 ,R$30.00 ,R$3.00 
774,20,Pneus,,,R$38.00 ,R$15.00 ,R$9.00 ,R$30.00 ,R$28.00 ,R$30.00 ,R$6.00 ,R$14.00 ,R$11.00 ,R$29.00 ,R$27.00 
775,20,Pneus,,,R$7.00 ,R$16.00 ,R$12.00 ,R$32.00 ,R$37.00 ,R$19.00 ,R$32.00 ,R$6.00 ,R$37.00 ,R$28.00 ,R$29.00 
776,100,Caixas,,,R$13.00 ,R$27.00 ,R$4.00 ,R$2.00 ,R$3.00 ,R$18.00 ,R$25.00 ,R$14.00 ,R$21.00 ,R$23.00 ,R$7.00 
777,200,Packs,,,R$2.00 ,R$37.00 ,R$23.00 ,R$24.00 ,R$33.00 ,R$8.00 ,R$18.00 ,R$5.00 ,R$37.00 ,R$37.00 ,R$22.00 
778,250,Litros,,,R$21.00 ,R$20.00 ,R$39.00 ,R$19.00 ,R$23.00 ,R$5.00 ,R$14.00 ,R$9.00 ,R$5.00 ,R$18.00 ,R$27.00 
779,150,Packs,,,R$27.00 ,R$26.00 ,R$33.00 ,R$11.00 ,R$17.00 ,R$11.00 ,R$28.00 ,R$31.00 ,R$11.00 ,R$24.00 ,R$25.00 
780,20,Pneus,,,R$29.00 ,R$10.00 ,R$29.00 ,R$33.00 ,R$8.00 ,R$28.00 ,R$22.00 ,R$36.00 ,R$23.00 ,R$16.00 ,R$10.00 
781,20,Pneus,,,R$34.00 ,R$21.00 ,R$40.00 ,R$17.00 ,R$20.00 ,R$24.00 ,R$13.00 ,R$9.00 ,R$22.00 ,R$6.00 ,R$20.00 
782,100,Caixas,,,R$40.00 ,R$19.00 ,R$13.00 ,R$1.00 ,R$27.00 ,R$23.00 ,R$9.00 ,R$12.00 ,R$8.00 ,R$25.00 ,R$38.00 
783,200,Packs,,,R$7.00 ,R$16.00 ,R$10.00 ,R$34.00 ,R$5.00 ,R$1.00 ,R$6.00 ,R$24.00 ,R$5.00 ,R$36.00 ,R$22.00 
784,250,Litros,,,R$33.00 ,R$27.00 ,R$11.00 ,R$16.00 ,R$19.00 ,R$40.00 ,R$39.00 ,R$33.00 ,R$5.00 ,R$20.00 ,R$4.00 
785,150,Packs,,,R$3.00 ,R$9.00 ,R$39.00 ,R$31.00 ,R$19.00 ,R$20.00 ,R$27.00 ,R$40.00 ,R$9.00 ,R$15.00 ,R$35.00 
786,20,Pneus,,,R$20.00 ,R$20.00 ,R$20.00 ,R$26.00 ,R$23.00 ,R$17.00 ,R$22.00 ,R$34.00 ,R$6.00 ,R$15.00 ,R$7.00 
787,20,Pneus,,,R$14.00 ,R$18.00 ,R$4.00 ,R$27.00 ,R$27.00 ,R$15.00 ,R$2.00 ,R$7.00 ,R$23.00 ,R$27.00 ,R$1.00 
788,100,Caixas,,,R$39.00 ,R$38.00 ,R$30.00 ,R$33.00 ,R$36.00 ,R$30.00 ,R$36.00 ,R$23.00 ,R$6.00 ,R$22.00 ,R$18.00 
789,200,Packs,,,R$21.00 ,R$40.00 ,R$7.00 ,R$13.00 ,R$9.00 ,R$30.00 ,R$28.00 ,R$38.00 ,R$5.00 ,R$26.00 ,R$8.00 
790,100,Caixas,,,R$4.00 ,R$31.00 ,R$39.00 ,R$37.00 ,R$40.00 ,R$39.00 ,R$12.00 ,R$26.00 ,R$13.00 ,R$36.00 ,R$34.00 
791,200,Packs,,,R$23.00 ,R$40.00 ,R$22.00 ,R$35.00 ,R$15.00 ,R$20.00 ,R$13.00 ,R$19.00 ,R$18.00 ,R$36.00 ,R$27.00 
792,250,Litros,,,R$36.00 ,R$36.00 ,R$38.00 ,R$39.00 ,R$37.00 ,R$35.00 ,R$31.00 ,R$13.00 ,R$14.00 ,R$16.00 ,R$26.00 
793,150,Packs,,,R$36.00 ,R$26.00 ,R$37.00 ,R$9.00 ,R$19.00 ,R$3.00 ,R$2.00 ,R$27.00 ,R$22.00 ,R$15.00 ,R$15.00 
794,20,Pneus,,,R$15.00 ,R$39.00 ,R$2.00 ,R$19.00 ,R$1.00 ,R$23.00 ,R$3.00 ,R$4.00 ,R$14.00 ,R$3.00 ,R$8.00 
795,100,Caixas,,,R$24.00 ,R$18.00 ,R$26.00 ,R$21.00 ,R$12.00 ,R$9.00 ,R$36.00 ,R$1.00 ,R$23.00 ,R$11.00 ,R$1.00 
796,200,Packs,,,R$1.00 ,R$10.00 ,R$32.00 ,R$9.00 ,R$6.00 ,R$33.00 ,R$24.00 ,R$35.00 ,R$5.00 ,R$35.00 ,R$29.00 
797,250,Litros,,,R$14.00 ,R$23.00 ,R$4.00 ,R$18.00 ,R$30.00 ,R$38.00 ,R$37.00 ,R$39.00 ,R$21.00 ,R$34.00 ,R$38.00 
798,150,Packs,,,R$13.00 ,R$8.00 ,R$10.00 ,R$18.00 ,R$3.00 ,R$40.00 ,R$37.00 ,R$36.00 ,R$21.00 ,R$28.00 ,R$27.00 
799,20,Pneus,,,R$5.00 ,R$14.00 ,R$10.00 ,R$22.00 ,R$3.00 ,R$23.00 ,R$28.00 ,R$17.00 ,R$37.00 ,R$14.00 ,R$8.00 
800,100,Caixas,,,R$1.00 ,R$20.00 ,R$7.00 ,R$1.00 ,R$5.00 ,R$8.00 ,R$7.00 ,R$25.00 ,R$28.00 ,R$13.00 ,R$22.00 
801,200,Packs,,,R$16.00 ,R$29.00 ,R$29.00 ,R$24.00 ,R$29.00 ,R$26.00 ,R$20.00 ,R$9.00 ,R$8.00 ,R$8.00 ,R$38.00 
802,250,Litros,,,R$21.00 ,R$12.00 ,R$19.00 ,R$36.00 ,R$26.00 ,R$21.00 ,R$11.00 ,R$12.00 ,R$19.00 ,R$13.00 ,R$11.00 
803,150,Packs,,,R$40.00 ,R$40.00 ,R$18.00 ,R$10.00 ,R$11.00 ,R$19.00 ,R$1.00 ,R$8.00 ,R$23.00 ,R$30.00 ,R$39.00 
804,20,Pneus,,,R$6.00 ,R$1.00 ,R$20.00 ,R$17.00 ,R$16.00 ,R$31.00 ,R$6.00 ,R$37.00 ,R$33.00 ,R$35.00 ,R$33.00 
805,100,Caixas,,,R$19.00 ,R$3.00 ,R$11.00 ,R$11.00 ,R$23.00 ,R$13.00 ,R$17.00 ,R$19.00 ,R$5.00 ,R$9.00 ,R$10.00 
806,200,Packs,,,R$13.00 ,R$33.00 ,R$11.00 ,R$22.00 ,R$25.00 ,R$24.00 ,R$27.00 ,R$39.00 ,R$24.00 ,R$14.00 ,R$27.00 
807,250,Litros,,,R$40.00 ,R$40.00 ,R$29.00 ,R$18.00 ,R$19.00 ,R$40.00 ,R$6.00 ,R$3.00 ,R$34.00 ,R$36.00 ,R$26.00 
808,150,Packs,,,R$24.00 ,R$39.00 ,R$31.00 ,R$22.00 ,R$13.00 ,R$6.00 ,R$10.00 ,R$28.00 ,R$33.00 ,R$9.00 ,R$3.00 
809,20,Pneus,,,R$25.00 ,R$40.00 ,R$5.00 ,R$27.00 ,R$18.00 ,R$9.00 ,R$24.00 ,R$7.00 ,R$21.00 ,R$34.00 ,R$34.00 
810,100,Caixas,,,R$24.00 ,R$40.00 ,R$13.00 ,R$30.00 ,R$39.00 ,R$36.00 ,R$40.00 ,R$29.00 ,R$39.00 ,R$11.00 ,R$12.00 
811,200,Packs,,,R$23.00 ,R$7.00 ,R$17.00 ,R$24.00 ,R$3.00 ,R$32.00 ,R$15.00 ,R$11.00 ,R$39.00 ,R$4.00 ,R$28.00 
812,250,Litros,,,R$35.00 ,R$9.00 ,R$3.00 ,R$36.00 ,R$22.00 ,R$13.00 ,R$3.00 ,R$36.00 ,R$21.00 ,R$33.00 ,R$26.00 
813,150,Packs,,,R$40.00 ,R$14.00 ,R$16.00 ,R$21.00 ,R$13.00 ,R$23.00 ,R$35.00 ,R$3.00 ,R$14.00 ,R$2.00 ,R$22.00 
814,20,Pneus,,,R$15.00 ,R$39.00 ,R$24.00 ,R$15.00 ,R$22.00 ,R$38.00 ,R$26.00 ,R$7.00 ,R$36.00 ,R$40.00 ,R$35.00 
815,100,Caixas,,,R$24.00 ,R$39.00 ,R$36.00 ,R$14.00 ,R$38.00 ,R$36.00 ,R$1.00 ,R$33.00 ,R$31.00 ,R$17.00 ,R$1.00 
816,200,Packs,,,R$17.00 ,R$14.00 ,R$6.00 ,R$15.00 ,R$18.00 ,R$5.00 ,R$19.00 ,R$38.00 ,R$33.00 ,R$2.00 ,R$16.00 
817,250,Litros,,,R$16.00 ,R$5.00 ,R$4.00 ,R$30.00 ,R$1.00 ,R$22.00 ,R$24.00 ,R$22.00 ,R$6.00 ,R$9.00 ,R$29.00 
818,150,Packs,,,R$2.00 ,R$27.00 ,R$30.00 ,R$26.00 ,R$4.00 ,R$21.00 ,R$18.00 ,R$19.00 ,R$38.00 ,R$16.00 ,R$19.00 
819,20,Pneus,,,R$31.00 ,R$4.00 ,R$39.00 ,R$25.00 ,R$10.00 ,R$33.00 ,R$8.00 ,R$18.00 ,R$18.00 ,R$31.00 ,R$13.00 
820,100,Caixas,,,R$38.00 ,R$14.00 ,R$14.00 ,R$9.00 ,R$15.00 ,R$24.00 ,R$19.00 ,R$6.00 ,R$39.00 ,R$23.00 ,R$40.00 
821,200,Packs,,,R$24.00 ,R$24.00 ,R$30.00 ,R$28.00 ,R$2.00 ,R$7.00 ,R$33.00 ,R$37.00 ,R$37.00 ,R$25.00 ,R$23.00 
822,250,Litros,,,R$31.00 ,R$2.00 ,R$9.00 ,R$30.00 ,R$32.00 ,R$25.00 ,R$4.00 ,R$16.00 ,R$9.00 ,R$35.00 ,R$30.00 
823,150,Packs,,,R$37.00 ,R$6.00 ,R$32.00 ,R$17.00 ,R$8.00 ,R$20.00 ,R$2.00 ,R$17.00 ,R$29.00 ,R$13.00 ,R$12.00 
824,20,Pneus,,,R$27.00 ,R$18.00 ,R$18.00 ,R$26.00 ,R$39.00 ,R$22.00 ,R$38.00 ,R$16.00 ,R$38.00 ,R$24.00 ,R$29.00 
825,20,Pneus,,,R$31.00 ,R$26.00 ,R$4.00 ,R$14.00 ,R$25.00 ,R$23.00 ,R$2.00 ,R$4.00 ,R$23.00 ,R$27.00 ,R$27.00 
826,100,Caixas,,,R$34.00 ,R$15.00 ,R$13.00 ,R$31.00 ,R$8.00 ,R$34.00 ,R$16.00 ,R$26.00 ,R$38.00 ,R$10.00 ,R$37.00 
827,200,Packs,,,R$35.00 ,R$30.00 ,R$17.00 ,R$20.00 ,R$14.00 ,R$4.00 ,R$16.00 ,R$40.00 ,R$7.00 ,R$25.00 ,R$20.00 
828,250,Litros,,,R$27.00 ,R$38.00 ,R$13.00 ,R$1.00 ,R$20.00 ,R$7.00 ,R$38.00 ,R$40.00 ,R$15.00 ,R$34.00 ,R$26.00 
829,150,Packs,,,R$12.00 ,R$6.00 ,R$3.00 ,R$22.00 ,R$15.00 ,R$26.00 ,R$31.00 ,R$39.00 ,R$10.00 ,R$34.00 ,R$18.00 
830,20,Pneus,,,R$35.00 ,R$34.00 ,R$16.00 ,R$38.00 ,R$17.00 ,R$13.00 ,R$30.00 ,R$35.00 ,R$39.00 ,R$37.00 ,R$28.00 
831,20,Pneus,,,R$36.00 ,R$5.00 ,R$22.00 ,R$29.00 ,R$32.00 ,R$13.00 ,R$12.00 ,R$33.00 ,R$32.00 ,R$32.00 ,R$6.00 
832,100,Caixas,,,R$26.00 ,R$7.00 ,R$12.00 ,R$40.00 ,R$22.00 ,R$1.00 ,R$29.00 ,R$15.00 ,R$32.00 ,R$29.00 ,R$31.00 
833,200,Packs,,,R$31.00 ,R$30.00 ,R$30.00 ,R$5.00 ,R$17.00 ,R$22.00 ,R$38.00 ,R$24.00 ,R$21.00 ,R$16.00 ,R$4.00 
834,250,Litros,,,R$40.00 ,R$30.00 ,R$2.00 ,R$38.00 ,R$24.00 ,R$19.00 ,R$18.00 ,R$20.00 ,R$19.00 ,R$38.00 ,R$35.00 
835,150,Packs,,,R$38.00 ,R$15.00 ,R$25.00 ,R$24.00 ,R$36.00 ,R$17.00 ,R$11.00 ,R$30.00 ,R$18.00 ,R$2.00 ,R$31.00 
836,20,Pneus,,,R$35.00 ,R$4.00 ,R$10.00 ,R$31.00 ,R$19.00 ,R$12.00 ,R$3.00 ,R$25.00 ,R$15.00 ,R$8.00 ,R$26.00 
837,20,Pneus,,,R$11.00 ,R$29.00 ,R$28.00 ,R$8.00 ,R$14.00 ,R$5.00 ,R$12.00 ,R$24.00 ,R$7.00 ,R$3.00 ,R$6.00 
838,100,Caixas,,,R$33.00 ,R$33.00 ,R$34.00 ,R$38.00 ,R$19.00 ,R$19.00 ,R$2.00 ,R$3.00 ,R$27.00 ,R$17.00 ,R$5.00 
839,200,Packs,,,R$24.00 ,R$17.00 ,R$14.00 ,R$15.00 ,R$12.00 ,R$40.00 ,R$8.00 ,R$4.00 ,R$31.00 ,R$39.00 ,R$28.00 
840,250,Litros,,,R$28.00 ,R$33.00 ,R$40.00 ,R$40.00 ,R$10.00 ,R$3.00 ,R$23.00 ,R$3.00 ,R$10.00 ,R$7.00 ,R$7.00 
841,150,Packs,,,R$20.00 ,R$31.00 ,R$8.00 ,R$20.00 ,R$38.00 ,R$31.00 ,R$15.00 ,R$26.00 ,R$7.00 ,R$8.00 ,R$31.00 
842,20,Pneus,,,R$1.00 ,R$7.00 ,R$34.00 ,R$22.00 ,R$36.00 ,R$9.00 ,R$4.00 ,R$30.00 ,R$2.00 ,R$30.00 ,R$3.00 
843,20,Pneus,,,R$23.00 ,R$38.00 ,R$21.00 ,R$20.00 ,R$37.00 ,R$40.00 ,R$24.00 ,R$25.00 ,R$22.00 ,R$21.00 ,R$10.00 
844,100,Caixas,,,R$14.00 ,R$25.00 ,R$23.00 ,R$27.00 ,R$17.00 ,R$14.00 ,R$39.00 ,R$20.00 ,R$39.00 ,R$14.00 ,R$38.00 
845,200,Packs,,,R$14.00 ,R$13.00 ,R$27.00 ,R$17.00 ,R$34.00 ,R$16.00 ,R$37.00 ,R$3.00 ,R$9.00 ,R$35.00 ,R$25.00 
846,250,Litros,,,R$38.00 ,R$40.00 ,R$19.00 ,R$25.00 ,R$26.00 ,R$6.00 ,R$14.00 ,R$9.00 ,R$1.00 ,R$38.00 ,R$27.00 
847,150,Packs,,,R$4.00 ,R$17.00 ,R$40.00 ,R$28.00 ,R$33.00 ,R$11.00 ,R$3.00 ,R$29.00 ,R$30.00 ,R$14.00 ,R$3.00 
848,20,Pneus,,,R$37.00 ,R$35.00 ,R$23.00 ,R$18.00 ,R$4.00 ,R$12.00 ,R$35.00 ,R$22.00 ,R$25.00 ,R$26.00 ,R$3.00 
849,20,Pneus,,,R$23.00 ,R$29.00 ,R$1.00 ,R$15.00 ,R$8.00 ,R$15.00 ,R$24.00 ,R$1.00 ,R$3.00 ,R$26.00 ,R$15.00 
850,100,Caixas,,,R$21.00 ,R$29.00 ,R$12.00 ,R$10.00 ,R$33.00 ,R$25.00 ,R$21.00 ,R$29.00 ,R$37.00 ,R$16.00 ,R$32.00 
851,200,Packs,,,R$4.00 ,R$39.00 ,R$36.00 ,R$25.00 ,R$13.00 ,R$39.00 ,R$23.00 ,R$17.00 ,R$13.00 ,R$1.00 ,R$17.00 
852,250,Litros,,,R$22.00 ,R$32.00 ,R$6.00 ,R$3.00 ,R$37.00 ,R$38.00 ,R$12.00 ,R$22.00 ,R$31.00 ,R$13.00 ,R$28.00 
853,150,Packs,,,R$6.00 ,R$26.00 ,R$33.00 ,R$22.00 ,R$13.00 ,R$5.00 ,R$18.00 ,R$24.00 ,R$20.00 ,R$30.00 ,R$35.00 
854,20,Pneus,,,R$2.00 ,R$25.00 ,R$2.00 ,R$29.00 ,R$9.00 ,R$6.00 ,R$27.00 ,R$30.00 ,R$30.00 ,R$18.00 ,R$22.00 
855,20,Pneus,,,R$4.00 ,R$24.00 ,R$7.00 ,R$32.00 ,R$13.00 ,R$27.00 ,R$3.00 ,R$22.00 ,R$34.00 ,R$35.00 ,R$40.00 
856,100,Caixas,,,R$32.00 ,R$9.00 ,R$22.00 ,R$30.00 ,R$18.00 ,R$5.00 ,R$22.00 ,R$10.00 ,R$17.00 ,R$5.00 ,R$8.00 
857,200,Packs,,,R$16.00 ,R$12.00 ,R$1.00 ,R$34.00 ,R$38.00 ,R$36.00 ,R$24.00 ,R$16.00 ,R$20.00 ,R$39.00 ,R$28.00 
858,250,Litros,,,R$13.00 ,R$23.00 ,R$32.00 ,R$20.00 ,R$36.00 ,R$24.00 ,R$6.00 ,R$31.00 ,R$21.00 ,R$35.00 ,R$6.00 
859,150,Packs,,,R$17.00 ,R$35.00 ,R$40.00 ,R$34.00 ,R$15.00 ,R$27.00 ,R$25.00 ,R$33.00 ,R$29.00 ,R$24.00 ,R$26.00 
860,20,Pneus,,,R$19.00 ,R$37.00 ,R$1.00 ,R$20.00 ,R$21.00 ,R$26.00 ,R$15.00 ,R$14.00 ,R$24.00 ,R$34.00 ,R$11.00 
861,20,Pneus,,,R$33.00 ,R$8.00 ,R$21.00 ,R$38.00 ,R$16.00 ,R$32.00 ,R$1.00 ,R$33.00 ,R$33.00 ,R$32.00 ,R$6.00 
862,100,Caixas,,,R$38.00 ,R$13.00 ,R$30.00 ,R$18.00 ,R$30.00 ,R$16.00 ,R$31.00 ,R$25.00 ,R$39.00 ,R$24.00 ,R$2.00 
863,200,Packs,,,R$28.00 ,R$39.00 ,R$27.00 ,R$39.00 ,R$40.00 ,R$20.00 ,R$32.00 ,R$18.00 ,R$2.00 ,R$17.00 ,R$16.00 
864,250,Litros,,,R$29.00 ,R$8.00 ,R$29.00 ,R$37.00 ,R$19.00 ,R$10.00 ,R$14.00 ,R$10.00 ,R$8.00 ,R$11.00 ,R$12.00 
865,150,Packs,,,R$40.00 ,R$39.00 ,R$24.00 ,R$1.00 ,R$18.00 ,R$21.00 ,R$18.00 ,R$12.00 ,R$39.00 ,R$30.00 ,R$11.00 
866,20,Pneus,,,R$23.00 ,R$22.00 ,R$10.00 ,R$28.00 ,R$24.00 ,R$30.00 ,R$34.00 ,R$6.00 ,R$23.00 ,R$1.00 ,R$22.00 
867,20,Pneus,,,R$25.00 ,R$35.00 ,R$15.00 ,R$21.00 ,R$16.00 ,R$15.00 ,R$24.00 ,R$23.00 ,R$38.00 ,R$32.00 ,R$29.00 
868,100,Caixas,,,R$15.00 ,R$29.00 ,R$18.00 ,R$27.00 ,R$29.00 ,R$28.00 ,R$22.00 ,R$32.00 ,R$24.00 ,R$35.00 ,R$5.00 
